Timestamp, LeftSensor (cm), RightSensor (cm)
6/10/2018 9:48:25,295,295
6/10/2018 9:48:35,296,295
6/10/2018 9:48:45,296,295
6/10/2018 9:48:55,295,296
6/10/2018 9:49:05,296,295
6/10/2018 9:49:15,296,295
6/10/2018 9:49:25,296,296
6/10/2018 9:49:36,295,295
6/10/2018 9:49:46,295,295
6/10/2018 9:49:56,296,296
6/10/2018 9:50:06,296,295
6/10/2018 9:50:16,296,295
6/10/2018 9:50:26,296,296
6/10/2018 9:50:36,295,295
6/10/2018 9:50:46,295,295
6/10/2018 9:50:56,296,295
6/10/2018 9:51:06,295,296
6/10/2018 9:51:16,295,296
6/10/2018 9:51:26,296,296
6/10/2018 9:51:36,295,295
6/10/2018 9:51:46,296,296
6/10/2018 9:51:56,296,295
6/10/2018 9:52:07,296,296
6/10/2018 9:52:17,296,295
6/10/2018 9:52:27,295,295
6/10/2018 9:52:37,296,295
6/10/2018 9:52:47,296,295
6/10/2018 9:52:57,296,295
6/10/2018 9:53:07,296,296
6/10/2018 9:53:17,295,295
6/10/2018 9:53:27,296,295
6/10/2018 9:53:37,295,295
6/10/2018 9:53:47,296,295
6/10/2018 9:53:57,295,296
6/10/2018 9:54:07,296,295
6/10/2018 9:54:17,296,295
6/10/2018 9:54:27,296,295
6/10/2018 9:54:37,296,295
6/10/2018 9:54:48,295,295
6/10/2018 9:54:58,295,295
6/10/2018 9:55:08,296,296
6/10/2018 9:55:18,296,295
6/10/2018 9:55:28,296,295
6/10/2018 9:55:38,296,295
6/10/2018 9:55:48,295,295
6/10/2018 9:55:58,295,295
6/10/2018 9:56:08,296,295
6/10/2018 9:56:18,295,296
6/10/2018 9:56:28,296,295
6/10/2018 9:56:38,295,295
6/10/2018 9:56:48,296,295
6/10/2018 9:56:58,296,295
6/10/2018 9:57:08,296,296
6/10/2018 9:57:19,295,295
6/10/2018 9:57:29,296,295
6/10/2018 9:57:39,296,295
6/10/2018 9:57:49,296,295
6/10/2018 9:57:59,296,296
6/10/2018 9:58:09,296,295
6/10/2018 9:58:19,296,295
6/10/2018 9:58:29,296,296
6/10/2018 9:58:39,296,295
6/10/2018 9:58:49,296,295
6/10/2018 9:58:59,296,295
6/10/2018 9:59:09,296,295
6/10/2018 9:59:19,296,295
6/10/2018 9:59:29,295,295
6/10/2018 9:59:39,295,295
6/10/2018 9:59:49,296,296
6/10/2018 10:00:00,296,296
6/10/2018 10:00:10,297,295
6/10/2018 10:00:20,296,295
6/10/2018 10:00:30,296,295
6/10/2018 10:00:40,296,296
6/10/2018 10:00:50,296,295
6/10/2018 10:01:00,297,295
6/10/2018 10:01:10,296,295
6/10/2018 10:01:20,296,295
6/10/2018 10:01:30,296,296
6/10/2018 10:01:40,296,295
6/10/2018 10:01:50,296,296
6/10/2018 10:02:00,296,296
6/10/2018 10:02:10,296,295
6/10/2018 10:02:20,296,296
6/10/2018 10:02:30,296,295
6/10/2018 10:02:41,297,296
6/10/2018 10:02:51,296,295
6/10/2018 10:03:01,296,295
6/10/2018 10:03:11,296,296
6/10/2018 10:03:21,296,296
6/10/2018 10:03:31,296,295
6/10/2018 10:03:41,296,295
6/10/2018 10:03:51,296,295
6/10/2018 10:04:01,296,295
6/10/2018 10:04:11,296,295
6/10/2018 10:04:21,296,296
6/10/2018 10:04:31,296,295
6/10/2018 10:04:41,297,295
6/10/2018 10:04:51,296,295
6/10/2018 10:05:01,296,296
6/10/2018 10:05:12,297,296
6/10/2018 10:05:22,295,295
6/10/2018 10:05:32,298,0
6/10/2018 10:05:43,296,296
6/10/2018 10:05:53,296,295
6/10/2018 10:06:03,296,295
6/10/2018 10:06:13,296,295
6/10/2018 10:06:23,296,295
6/10/2018 10:06:33,296,295
6/10/2018 10:06:43,297,296
6/10/2018 10:06:53,296,295
6/10/2018 10:07:03,297,295
6/10/2018 10:07:13,296,295
6/10/2018 10:07:23,296,296
6/10/2018 10:07:33,296,295
6/10/2018 10:07:43,295,296
6/10/2018 10:07:54,296,296
6/10/2018 10:08:04,297,296
6/10/2018 10:08:14,297,296
6/10/2018 10:08:24,297,296
6/10/2018 10:08:34,296,295
6/10/2018 10:08:44,296,296
6/10/2018 10:08:54,296,296
6/10/2018 10:09:04,296,295
6/10/2018 10:09:14,296,297
6/10/2018 10:09:24,296,296
6/10/2018 10:09:34,296,295
6/10/2018 10:09:44,297,296
6/10/2018 10:09:54,296,296
6/10/2018 10:10:04,297,296
6/10/2018 10:10:14,296,295
6/10/2018 10:10:25,296,295
6/10/2018 10:10:35,296,295
6/10/2018 10:10:45,297,295
6/10/2018 10:10:55,297,295
6/10/2018 10:11:05,297,296
6/10/2018 10:11:15,296,295
6/10/2018 10:11:25,296,295
6/10/2018 10:11:35,296,296
6/10/2018 10:11:45,296,295
6/10/2018 10:11:55,296,296
6/10/2018 10:12:05,296,295
6/10/2018 10:12:15,296,295
6/10/2018 10:12:25,296,296
6/10/2018 10:12:35,297,295
6/10/2018 10:12:45,296,296
6/10/2018 10:12:55,296,296
6/10/2018 10:13:06,296,296
6/10/2018 10:13:16,297,296
6/10/2018 10:13:26,296,296
6/10/2018 10:13:36,297,296
6/10/2018 10:13:46,296,296
6/10/2018 10:13:56,296,295
6/10/2018 10:14:06,296,295
6/10/2018 10:14:16,296,295
6/10/2018 10:14:26,296,296
6/10/2018 10:14:36,296,296
6/10/2018 10:14:46,296,296
6/10/2018 10:14:56,296,296
6/10/2018 10:15:06,297,296
6/10/2018 10:15:16,297,296
6/10/2018 10:15:26,296,296
6/10/2018 10:15:37,296,295
6/10/2018 10:15:47,296,296
6/10/2018 10:15:57,296,295
6/10/2018 10:16:07,296,296
6/10/2018 10:16:17,296,297
6/10/2018 10:16:27,296,295
6/10/2018 10:16:37,296,296
6/10/2018 10:16:47,296,296
6/10/2018 10:16:57,296,296
6/10/2018 10:17:07,296,296
6/10/2018 10:17:17,296,296
6/10/2018 10:17:27,297,296
6/10/2018 10:17:37,297,296
6/10/2018 10:17:47,296,296
6/10/2018 10:17:57,297,296
6/10/2018 10:18:07,296,296
6/10/2018 10:18:18,297,296
6/10/2018 10:18:28,296,296
6/10/2018 10:18:38,296,296
6/10/2018 10:18:48,296,296
6/10/2018 10:18:58,296,296
6/10/2018 10:19:08,296,295
6/10/2018 10:19:18,296,296
6/10/2018 10:19:28,297,296
6/10/2018 10:19:38,296,296
6/10/2018 10:19:48,296,295
6/10/2018 10:19:58,296,296
6/10/2018 10:20:08,296,296
6/10/2018 10:20:18,296,295
6/10/2018 10:20:28,296,296
6/10/2018 10:20:38,296,295
6/10/2018 10:20:48,296,296
6/10/2018 10:20:59,296,295
6/10/2018 10:21:09,297,296
6/10/2018 10:21:19,296,295
6/10/2018 10:21:29,296,295
6/10/2018 10:21:39,296,296
6/10/2018 10:21:49,296,296
6/10/2018 10:21:59,296,296
6/10/2018 10:22:09,296,297
6/10/2018 10:22:19,297,296
6/10/2018 10:22:29,296,296
6/10/2018 10:22:39,296,296
6/10/2018 10:22:49,296,296
6/10/2018 10:22:59,296,296
6/10/2018 10:23:09,296,296
6/10/2018 10:23:19,297,296
6/10/2018 10:23:30,297,296
6/10/2018 10:23:40,296,296
6/10/2018 10:23:50,296,296
6/10/2018 10:24:00,296,296
6/10/2018 10:24:10,296,296
6/10/2018 10:24:20,296,296
6/10/2018 10:24:30,296,295
6/10/2018 10:24:40,296,295
6/10/2018 10:24:50,296,296
6/10/2018 10:25:00,296,296
6/10/2018 10:25:10,296,296
6/10/2018 10:25:20,297,296
6/10/2018 10:25:30,296,295
6/10/2018 10:25:40,297,295
6/10/2018 10:25:50,296,296
6/10/2018 10:26:01,298,0
6/10/2018 10:26:12,296,296
6/10/2018 10:26:22,297,296
6/10/2018 10:26:32,297,296
6/10/2018 10:26:42,297,296
6/10/2018 10:26:52,296,296
6/10/2018 10:27:02,296,296
6/10/2018 10:27:12,296,296
6/10/2018 10:27:22,296,296
6/10/2018 10:27:32,297,296
6/10/2018 10:27:42,297,297
6/10/2018 10:27:52,297,296
6/10/2018 10:28:02,297,297
6/10/2018 10:28:12,296,297
6/10/2018 10:28:22,297,296
6/10/2018 10:28:32,296,296
6/10/2018 10:28:43,297,296
6/10/2018 10:28:53,297,296
6/10/2018 10:29:03,296,296
6/10/2018 10:29:13,297,296
6/10/2018 10:29:23,297,296
6/10/2018 10:29:33,297,296
6/10/2018 10:29:43,297,296
6/10/2018 10:29:53,297,296
6/10/2018 10:30:03,297,296
6/10/2018 10:30:13,297,296
6/10/2018 10:30:23,296,296
6/10/2018 10:30:33,296,296
6/10/2018 10:30:43,297,296
6/10/2018 10:30:53,297,296
6/10/2018 10:31:03,296,296
6/10/2018 10:31:13,296,296
6/10/2018 10:31:24,297,296
6/10/2018 10:31:34,296,296
6/10/2018 10:31:44,296,296
6/10/2018 10:31:54,296,296
6/10/2018 10:32:04,297,296
6/10/2018 10:32:14,296,296
6/10/2018 10:32:24,297,297
6/10/2018 10:32:34,297,296
6/10/2018 10:32:44,297,296
6/10/2018 10:32:54,296,296
6/10/2018 10:33:04,296,297
6/10/2018 10:33:14,296,296
6/10/2018 10:33:24,297,296
6/10/2018 10:33:34,297,296
6/10/2018 10:33:44,296,296
6/10/2018 10:33:55,297,296
6/10/2018 10:34:05,297,296
6/10/2018 10:34:15,297,296
6/10/2018 10:34:25,296,296
6/10/2018 10:34:35,296,296
6/10/2018 10:34:45,297,296
6/10/2018 10:34:55,297,296
6/10/2018 10:35:05,297,296
6/10/2018 10:35:15,296,296
6/10/2018 10:35:25,297,296
6/10/2018 10:35:35,297,296
6/10/2018 10:35:45,297,296
6/10/2018 10:35:55,296,296
6/10/2018 10:36:05,297,296
6/10/2018 10:36:15,297,296
6/10/2018 10:36:25,296,296
6/10/2018 10:36:36,296,296
6/10/2018 10:36:46,297,296
6/10/2018 10:36:56,296,296
6/10/2018 10:37:06,296,296
6/10/2018 10:37:16,296,296
6/10/2018 10:37:26,297,296
6/10/2018 10:37:36,297,296
6/10/2018 10:37:46,296,296
6/10/2018 10:37:56,297,296
6/10/2018 10:38:06,296,296
6/10/2018 10:38:16,297,296
6/10/2018 10:38:26,296,296
6/10/2018 10:38:36,297,296
6/10/2018 10:38:46,296,296
6/10/2018 10:38:56,296,296
6/10/2018 10:39:07,297,296
6/10/2018 10:39:17,296,296
6/10/2018 10:39:27,296,295
6/10/2018 10:39:37,297,296
6/10/2018 10:39:47,297,296
6/10/2018 10:39:57,297,296
6/10/2018 10:40:07,297,296
6/10/2018 10:40:17,296,296
6/10/2018 10:40:27,296,296
6/10/2018 10:40:37,297,296
6/10/2018 10:40:47,297,296
6/10/2018 10:40:57,296,296
6/10/2018 10:41:07,296,296
6/10/2018 10:41:17,296,296
6/10/2018 10:41:27,297,296
6/10/2018 10:41:37,296,296
6/10/2018 10:41:48,296,296
6/10/2018 10:41:58,296,296
6/10/2018 10:42:08,297,296
6/10/2018 10:42:18,297,296
6/10/2018 10:42:28,296,296
6/10/2018 10:42:38,297,296
6/10/2018 10:42:48,297,296
6/10/2018 10:42:58,297,296
6/10/2018 10:43:08,297,296
6/10/2018 10:43:18,296,296
6/10/2018 10:43:28,296,296
6/10/2018 10:43:38,297,296
6/10/2018 10:43:48,297,296
6/10/2018 10:43:58,297,296
6/10/2018 10:44:08,297,296
6/10/2018 10:44:19,296,296
6/10/2018 10:44:29,296,296
6/10/2018 10:44:39,297,296
6/10/2018 10:44:49,296,296
6/10/2018 10:44:59,297,297
6/10/2018 10:45:09,296,296
6/10/2018 10:45:19,296,296
6/10/2018 10:45:29,297,296
6/10/2018 10:45:39,297,296
6/10/2018 10:45:49,296,296
6/10/2018 10:45:59,297,296
6/10/2018 10:46:09,296,296
6/10/2018 10:46:19,296,296
6/10/2018 10:46:29,297,296
6/10/2018 10:46:39,296,296
6/10/2018 10:46:49,296,296
6/10/2018 10:47:00,296,296
6/10/2018 10:47:10,297,296
6/10/2018 10:47:20,296,296
6/10/2018 10:47:30,297,296
6/10/2018 10:47:40,297,296
6/10/2018 10:47:50,297,296
6/10/2018 10:48:00,297,297
6/10/2018 10:48:10,296,296
6/10/2018 10:48:20,297,296
6/10/2018 10:48:30,297,297
6/10/2018 10:48:40,296,297
6/10/2018 10:48:50,297,296
6/10/2018 10:49:00,296,296
6/10/2018 10:49:10,296,297
6/10/2018 10:49:20,296,296
6/10/2018 10:49:31,296,296
6/10/2018 10:49:41,296,296
6/10/2018 10:49:51,297,296
6/10/2018 10:50:01,296,296
6/10/2018 10:50:11,297,297
6/10/2018 10:50:21,297,296
6/10/2018 10:50:31,297,297
6/10/2018 10:50:41,297,297
6/10/2018 10:50:51,297,297
6/10/2018 10:51:01,297,296
6/10/2018 10:51:11,297,297
6/10/2018 10:51:21,297,296
6/10/2018 10:51:31,297,296
6/10/2018 10:51:41,297,296
6/10/2018 10:51:51,297,296
6/10/2018 10:52:01,297,296
6/10/2018 10:52:12,296,296
6/10/2018 10:52:22,297,296
6/10/2018 10:52:32,297,297
6/10/2018 10:52:42,297,297
6/10/2018 10:52:52,296,297
6/10/2018 10:53:02,297,296
6/10/2018 10:53:12,297,296
6/10/2018 10:53:22,297,296
6/10/2018 10:53:32,297,297
6/10/2018 10:53:42,297,296
6/10/2018 10:53:52,296,296
6/10/2018 10:54:02,297,297
6/10/2018 10:54:12,298,297
6/10/2018 10:54:22,296,297
6/10/2018 10:54:32,296,296
6/10/2018 10:54:43,297,297
6/10/2018 10:54:53,297,296
6/10/2018 10:55:03,296,296
6/10/2018 10:55:13,297,296
6/10/2018 10:55:23,297,296
6/10/2018 10:55:33,297,296
6/10/2018 10:55:43,296,297
6/10/2018 10:55:53,297,297
6/10/2018 10:56:03,297,296
6/10/2018 10:56:13,297,297
6/10/2018 10:56:23,297,296
6/10/2018 10:56:33,297,297
6/10/2018 10:56:43,297,296
6/10/2018 10:56:53,297,296
6/10/2018 10:57:03,297,296
6/10/2018 10:57:13,297,297
6/10/2018 10:57:24,297,296
6/10/2018 10:57:34,297,296
6/10/2018 10:57:44,297,296
6/10/2018 10:57:54,297,297
6/10/2018 10:58:04,296,296
6/10/2018 10:58:14,297,296
6/10/2018 10:58:24,297,296
6/10/2018 10:58:34,296,296
6/10/2018 10:58:44,296,297
6/10/2018 10:58:54,297,296
6/10/2018 10:59:04,297,296
6/10/2018 10:59:14,296,297
6/10/2018 10:59:24,297,296
6/10/2018 10:59:34,296,297
6/10/2018 10:59:44,296,297
6/10/2018 10:59:55,297,297
6/10/2018 11:00:05,297,296
6/10/2018 11:00:15,296,297
6/10/2018 11:00:25,296,296
6/10/2018 11:00:35,297,297
6/10/2018 11:00:45,297,296
6/10/2018 11:00:55,297,296
6/10/2018 11:01:05,297,297
6/10/2018 11:01:15,297,297
6/10/2018 11:01:25,297,296
6/10/2018 11:01:35,297,297
6/10/2018 11:01:45,297,296
6/10/2018 11:01:55,297,296
6/10/2018 11:02:05,297,296
6/10/2018 11:02:15,297,297
6/10/2018 11:02:25,296,297
6/10/2018 11:02:36,297,296
6/10/2018 11:02:46,297,296
6/10/2018 11:02:56,296,296
6/10/2018 11:03:06,297,296
6/10/2018 11:03:16,297,296
6/10/2018 11:03:26,297,297
6/10/2018 11:03:36,297,296
6/10/2018 11:03:46,297,297
6/10/2018 11:03:56,297,296
6/10/2018 11:04:06,297,296
6/10/2018 11:04:16,297,297
6/10/2018 11:04:26,297,297
6/10/2018 11:04:36,297,297
6/10/2018 11:04:46,297,296
6/10/2018 11:04:56,297,296
6/10/2018 11:05:06,297,296
6/10/2018 11:05:17,297,296
6/10/2018 11:05:27,297,297
6/10/2018 11:05:37,297,297
6/10/2018 11:05:47,297,296
6/10/2018 11:05:57,297,296
6/10/2018 11:06:07,298,296
6/10/2018 11:06:17,297,297
6/10/2018 11:06:27,297,297
6/10/2018 11:06:37,297,296
6/10/2018 11:06:47,297,297
6/10/2018 11:06:57,296,296
6/10/2018 11:07:07,297,296
6/10/2018 11:07:17,298,296
6/10/2018 11:07:27,297,296
6/10/2018 11:07:37,297,296
6/10/2018 11:07:48,297,296
6/10/2018 11:07:58,297,296
6/10/2018 11:08:08,297,296
6/10/2018 11:08:18,297,296
6/10/2018 11:08:28,297,296
6/10/2018 11:08:38,297,296
6/10/2018 11:08:48,297,296
6/10/2018 11:08:58,297,296
6/10/2018 11:09:08,296,296
6/10/2018 11:09:18,296,296
6/10/2018 11:09:28,297,296
6/10/2018 11:09:38,297,296
6/10/2018 11:09:48,296,296
6/10/2018 11:09:58,297,296
6/10/2018 11:10:08,296,296
6/10/2018 11:10:19,297,296
6/10/2018 11:10:29,296,296
6/10/2018 11:10:39,296,296
6/10/2018 11:10:49,296,295
6/10/2018 11:10:59,296,296
6/10/2018 11:11:09,297,296
6/10/2018 11:11:19,296,295
6/10/2018 11:11:29,297,296
6/10/2018 11:11:39,297,296
6/10/2018 11:11:49,296,296
6/10/2018 11:11:59,297,296
6/10/2018 11:12:09,297,296
6/10/2018 11:12:19,296,296
6/10/2018 11:12:29,297,296
6/10/2018 11:12:39,297,296
6/10/2018 11:12:49,296,296
6/10/2018 11:13:00,297,296
6/10/2018 11:13:10,296,296
6/10/2018 11:13:20,297,296
6/10/2018 11:13:30,297,296
6/10/2018 11:13:40,296,296
6/10/2018 11:13:50,297,296
6/10/2018 11:14:00,297,296
6/10/2018 11:14:10,296,296
6/10/2018 11:14:20,296,296
6/10/2018 11:14:30,297,296
6/10/2018 11:14:40,297,297
6/10/2018 11:14:50,297,296
6/10/2018 11:15:00,296,296
6/10/2018 11:15:10,296,296
6/10/2018 11:15:20,296,296
6/10/2018 11:15:31,296,296
6/10/2018 11:15:41,297,296
6/10/2018 11:15:51,296,296
6/10/2018 11:16:01,296,296
6/10/2018 11:16:11,297,295
6/10/2018 11:16:21,297,295
6/10/2018 11:16:31,296,296
6/10/2018 11:16:41,296,296
6/10/2018 11:16:51,296,295
6/10/2018 11:17:01,297,296
6/10/2018 11:17:11,296,296
6/10/2018 11:17:21,296,295
6/10/2018 11:17:31,296,296
6/10/2018 11:17:41,296,296
6/10/2018 11:17:51,296,296
6/10/2018 11:18:01,297,295
6/10/2018 11:18:12,296,296
6/10/2018 11:18:22,296,296
6/10/2018 11:18:32,296,295
6/10/2018 11:18:42,296,296
6/10/2018 11:18:52,296,296
6/10/2018 11:19:02,297,296
6/10/2018 11:19:12,297,296
6/10/2018 11:19:22,296,296
6/10/2018 11:19:32,297,295
6/10/2018 11:19:42,297,296
6/10/2018 11:19:52,296,295
6/10/2018 11:20:02,296,296
6/10/2018 11:20:12,297,296
6/10/2018 11:20:22,296,296
6/10/2018 11:20:32,296,296
6/10/2018 11:20:43,296,296
6/10/2018 11:20:53,296,295
6/10/2018 11:21:03,297,296
6/10/2018 11:21:13,296,296
6/10/2018 11:21:23,296,295
6/10/2018 11:21:33,296,296
6/10/2018 11:21:43,297,296
6/10/2018 11:21:53,296,296
6/10/2018 11:22:03,296,296
6/10/2018 11:22:13,296,296
6/10/2018 11:22:23,296,296
6/10/2018 11:22:33,297,296
6/10/2018 11:22:43,296,295
6/10/2018 11:22:53,297,296
6/10/2018 11:23:03,296,295
6/10/2018 11:23:13,296,297
6/10/2018 11:23:24,296,296
6/10/2018 11:23:34,296,296
6/10/2018 11:23:44,296,296
6/10/2018 11:23:54,297,296
6/10/2018 11:24:04,297,296
6/10/2018 11:24:14,296,296
6/10/2018 11:24:24,296,296
6/10/2018 11:24:34,297,296
6/10/2018 11:24:44,297,295
6/10/2018 11:24:54,296,296
6/10/2018 11:25:04,296,296
6/10/2018 11:25:14,296,296
6/10/2018 11:25:24,297,296
6/10/2018 11:25:34,296,295
6/10/2018 11:25:44,297,296
6/10/2018 11:25:55,296,296
6/10/2018 11:26:05,296,296
6/10/2018 11:26:15,296,295
6/10/2018 11:26:25,297,295
6/10/2018 11:26:35,296,296
6/10/2018 11:26:45,296,295
6/10/2018 11:26:55,296,296
6/10/2018 11:27:05,297,296
6/10/2018 11:27:15,297,296
6/10/2018 11:27:25,296,296
6/10/2018 11:27:35,296,295
6/10/2018 11:27:45,296,295
6/10/2018 11:27:55,296,295
6/10/2018 11:28:05,296,295
6/10/2018 11:28:15,296,295
6/10/2018 11:28:25,296,295
6/10/2018 11:28:36,296,296
6/10/2018 11:28:46,297,296
6/10/2018 11:28:56,296,296
6/10/2018 11:29:06,297,295
6/10/2018 11:29:16,296,296
6/10/2018 11:29:26,296,296
6/10/2018 11:29:36,297,296
6/10/2018 11:29:46,296,296
6/10/2018 11:29:56,297,296
6/10/2018 11:30:06,296,296
6/10/2018 11:30:16,297,296
6/10/2018 11:30:26,296,295
6/10/2018 11:30:36,296,296
6/10/2018 11:30:46,296,295
6/10/2018 11:30:56,296,295
6/10/2018 11:31:07,296,295
6/10/2018 11:31:17,296,295
6/10/2018 11:31:27,296,295
6/10/2018 11:31:37,296,295
6/10/2018 11:31:47,296,295
6/10/2018 11:31:57,295,296
6/10/2018 11:32:07,296,296
6/10/2018 11:32:17,296,295
6/10/2018 11:32:27,296,295
6/10/2018 11:32:37,297,295
6/10/2018 11:32:47,295,295
6/10/2018 11:32:57,295,295
6/10/2018 11:33:07,296,295
6/10/2018 11:33:17,296,296
6/10/2018 11:33:27,295,295
6/10/2018 11:33:37,296,296
6/10/2018 11:33:48,296,296
6/10/2018 11:33:58,296,295
6/10/2018 11:34:08,297,295
6/10/2018 11:34:18,295,295
6/10/2018 11:34:28,295,295
6/10/2018 11:34:38,295,295
6/10/2018 11:34:48,295,295
6/10/2018 11:34:58,296,295
6/10/2018 11:35:08,296,295
6/10/2018 11:35:18,296,295
6/10/2018 11:35:28,296,295
6/10/2018 11:35:38,295,295
6/10/2018 11:35:48,295,295
6/10/2018 11:35:58,296,295
6/10/2018 11:36:08,296,295
6/10/2018 11:36:19,295,295
6/10/2018 11:36:29,295,295
6/10/2018 11:36:39,295,295
6/10/2018 11:36:49,295,295
6/10/2018 11:36:59,296,295
6/10/2018 11:37:09,296,295
6/10/2018 11:37:19,295,295
6/10/2018 11:37:29,295,295
6/10/2018 11:37:39,295,295
6/10/2018 11:37:49,295,295
6/10/2018 11:37:59,295,295
6/10/2018 11:38:09,296,295
6/10/2018 11:38:19,296,295
6/10/2018 11:38:29,295,295
6/10/2018 11:38:39,295,295
6/10/2018 11:38:49,295,296
6/10/2018 11:39:00,295,296
6/10/2018 11:39:10,296,295
6/10/2018 11:39:20,295,295
6/10/2018 11:39:30,296,295
6/10/2018 11:39:40,296,296
6/10/2018 11:39:50,296,295
6/10/2018 11:40:00,296,295
6/10/2018 11:40:10,296,296
6/10/2018 11:40:20,295,295
6/10/2018 11:40:30,295,295
6/10/2018 11:40:40,295,295
6/10/2018 11:40:50,295,295
6/10/2018 11:41:00,295,295
6/10/2018 11:41:10,295,294
6/10/2018 11:41:20,295,295
6/10/2018 11:41:31,295,295
6/10/2018 11:41:41,295,295
6/10/2018 11:41:51,295,295
6/10/2018 11:42:01,295,295
6/10/2018 11:42:11,296,295
6/10/2018 11:42:21,295,294
6/10/2018 11:42:31,295,295
6/10/2018 11:42:41,296,295
6/10/2018 11:42:51,295,295
6/10/2018 11:43:01,296,296
6/10/2018 11:43:11,295,295
6/10/2018 11:43:21,296,296
6/10/2018 11:43:31,295,295
6/10/2018 11:43:41,295,294
6/10/2018 11:43:51,295,295
6/10/2018 11:44:01,295,295
6/10/2018 11:44:12,295,295
6/10/2018 11:44:22,295,295
6/10/2018 11:44:32,295,294
6/10/2018 11:44:42,295,295
6/10/2018 11:44:52,295,294
6/10/2018 11:45:02,295,294
6/10/2018 11:45:12,295,295
6/10/2018 11:45:22,296,295
6/10/2018 11:45:32,295,294
6/10/2018 11:45:42,295,295
6/10/2018 11:45:52,296,294
6/10/2018 11:46:02,295,295
6/10/2018 11:46:12,295,294
6/10/2018 11:46:22,295,296
6/10/2018 11:46:32,295,295
6/10/2018 11:46:43,294,294
6/10/2018 11:46:53,295,294
6/10/2018 11:47:03,296,295
6/10/2018 11:47:13,295,295
6/10/2018 11:47:23,295,295
6/10/2018 11:47:33,295,294
6/10/2018 11:47:43,295,294
6/10/2018 11:47:53,0,295
6/10/2018 11:48:04,295,295
6/10/2018 11:48:14,295,295
6/10/2018 11:48:24,295,295
6/10/2018 11:48:34,295,295
6/10/2018 11:48:44,295,294
6/10/2018 11:48:54,295,294
6/10/2018 11:49:04,294,294
6/10/2018 11:49:14,295,294
6/10/2018 11:49:25,294,295
6/10/2018 11:49:35,295,294
6/10/2018 11:49:45,295,294
6/10/2018 11:49:55,295,294
6/10/2018 11:50:05,295,294
6/10/2018 11:50:15,295,295
6/10/2018 11:50:25,295,294
6/10/2018 11:50:35,295,295
6/10/2018 11:50:45,294,294
6/10/2018 11:50:55,294,295
6/10/2018 11:51:05,295,294
6/10/2018 11:51:15,295,294
6/10/2018 11:51:25,294,294
6/10/2018 11:51:35,294,294
6/10/2018 11:51:45,295,295
6/10/2018 11:51:56,294,294
6/10/2018 11:52:06,295,294
6/10/2018 11:52:16,295,295
6/10/2018 11:52:26,295,295
6/10/2018 11:52:36,296,294
6/10/2018 11:52:46,296,296
6/10/2018 11:52:56,295,295
6/10/2018 11:53:06,295,294
6/10/2018 11:53:16,295,294
6/10/2018 11:53:26,295,295
6/10/2018 11:53:36,294,294
6/10/2018 11:53:46,295,294
6/10/2018 11:53:56,294,295
6/10/2018 11:54:06,296,295
6/10/2018 11:54:16,295,294
6/10/2018 11:54:26,295,295
6/10/2018 11:54:37,294,294
6/10/2018 11:54:47,295,295
6/10/2018 11:54:57,295,294
6/10/2018 11:55:07,294,294
6/10/2018 11:55:17,295,294
6/10/2018 11:55:27,294,294
6/10/2018 11:55:37,294,293
6/10/2018 11:55:47,295,294
6/10/2018 11:55:57,294,295
6/10/2018 11:56:07,295,293
6/10/2018 11:56:17,294,293
6/10/2018 11:56:27,294,294
6/10/2018 11:56:37,295,294
6/10/2018 11:56:47,295,294
6/10/2018 11:56:57,294,294
6/10/2018 11:57:08,294,294
6/10/2018 11:57:18,294,294
6/10/2018 11:57:28,293,293
6/10/2018 11:57:38,294,295
6/10/2018 11:57:48,0,295
6/10/2018 11:57:59,295,294
6/10/2018 11:58:09,294,294
6/10/2018 11:58:19,0,294
6/10/2018 11:58:30,294,294
6/10/2018 11:58:40,295,295
6/10/2018 11:58:50,0,294
6/10/2018 11:59:01,0,0
6/10/2018 11:59:13,295,294
6/10/2018 11:59:23,294,294
6/10/2018 11:59:33,294,295
6/10/2018 11:59:43,294,294
6/10/2018 11:59:54,295,295
6/10/2018 12:00:04,295,294
6/10/2018 12:00:14,295,294
6/10/2018 12:00:24,295,294
6/10/2018 12:00:34,294,294
6/10/2018 12:00:44,0,294
6/10/2018 12:00:55,294,294
6/10/2018 12:01:05,294,294
6/10/2018 12:01:15,294,294
6/10/2018 12:01:25,294,295
6/10/2018 12:01:35,294,294
6/10/2018 12:01:45,294,293
6/10/2018 12:01:55,294,293
6/10/2018 12:02:05,294,294
6/10/2018 12:02:15,294,294
6/10/2018 12:02:25,294,293
6/10/2018 12:02:36,294,294
6/10/2018 12:02:46,294,294
6/10/2018 12:02:56,294,294
6/10/2018 12:03:06,294,294
6/10/2018 12:03:16,295,294
6/10/2018 12:03:26,295,294
6/10/2018 12:03:36,295,294
6/10/2018 12:03:46,294,294
6/10/2018 12:03:56,294,293
6/10/2018 12:04:06,294,294
6/10/2018 12:04:16,295,294
6/10/2018 12:04:26,294,294
6/10/2018 12:04:36,295,294
6/10/2018 12:04:46,294,293
6/10/2018 12:04:56,294,293
6/10/2018 12:05:06,294,294
6/10/2018 12:05:17,293,294
6/10/2018 12:05:27,294,294
6/10/2018 12:05:37,295,294
6/10/2018 12:05:47,295,294
6/10/2018 12:05:57,294,293
6/10/2018 12:06:07,294,293
6/10/2018 12:06:17,293,294
