Timestamp, LeftSensor (cm), RightSensor (cm)
6/9/2018 21:28:37,323,322
6/9/2018 21:28:47,322,321
6/9/2018 21:28:57,323,321
6/9/2018 21:29:07,323,322
6/9/2018 21:29:17,322,321
6/9/2018 21:29:27,322,321
6/9/2018 21:29:37,322,322
6/9/2018 21:29:47,322,322
6/9/2018 21:29:57,322,322
6/9/2018 21:30:07,323,321
6/9/2018 21:30:17,323,321
6/9/2018 21:30:27,323,321
6/9/2018 21:30:37,323,321
6/9/2018 21:30:47,323,321
6/9/2018 21:30:57,322,321
6/9/2018 21:31:08,323,322
6/9/2018 21:31:18,323,322
6/9/2018 21:31:28,323,323
6/9/2018 21:31:38,322,322
6/9/2018 21:31:48,322,322
6/9/2018 21:31:58,322,322
6/9/2018 21:32:08,323,322
6/9/2018 21:32:18,322,322
6/9/2018 21:32:28,322,321
6/9/2018 21:32:38,322,322
6/9/2018 21:32:48,322,321
6/9/2018 21:32:58,322,321
6/9/2018 21:33:08,322,321
6/9/2018 21:33:18,322,322
6/9/2018 21:33:29,323,321
6/9/2018 21:33:39,322,322
6/9/2018 21:33:49,323,321
6/9/2018 21:33:59,322,322
6/9/2018 21:34:09,323,322
6/9/2018 21:34:19,323,322
6/9/2018 21:34:29,322,321
6/9/2018 21:34:39,323,321
6/9/2018 21:34:49,323,321
6/9/2018 21:34:59,322,321
6/9/2018 21:35:09,323,323
6/9/2018 21:35:19,323,321
6/9/2018 21:35:29,322,321
6/9/2018 21:35:39,322,321
6/9/2018 21:35:49,322,321
6/9/2018 21:36:00,323,322
6/9/2018 21:36:10,323,322
6/9/2018 21:36:20,323,322
6/9/2018 21:36:30,323,322
6/9/2018 21:36:40,323,323
6/9/2018 21:36:50,324,322
6/9/2018 21:37:00,322,322
6/9/2018 21:37:10,322,322
6/9/2018 21:37:20,323,322
6/9/2018 21:37:30,322,322
6/9/2018 21:37:40,323,322
6/9/2018 21:37:50,323,322
6/9/2018 21:38:00,323,322
6/9/2018 21:38:10,322,321
6/9/2018 21:38:20,322,322
6/9/2018 21:38:31,323,321
6/9/2018 21:38:41,323,322
6/9/2018 21:38:51,323,322
6/9/2018 21:39:01,323,322
6/9/2018 21:39:11,323,322
6/9/2018 21:39:21,323,323
6/9/2018 21:39:31,323,322
6/9/2018 21:39:41,323,322
6/9/2018 21:39:51,322,322
6/9/2018 21:40:01,323,322
6/9/2018 21:40:11,322,323
6/9/2018 21:40:21,323,323
6/9/2018 21:40:31,323,322
6/9/2018 21:40:41,323,323
6/9/2018 21:40:52,323,322
6/9/2018 21:41:02,323,322
6/9/2018 21:41:12,323,322
6/9/2018 21:41:22,323,322
6/9/2018 21:41:32,323,322
6/9/2018 21:41:42,324,322
6/9/2018 21:41:52,323,323
6/9/2018 21:42:02,324,322
6/9/2018 21:42:12,324,323
6/9/2018 21:42:22,323,322
6/9/2018 21:42:32,324,323
6/9/2018 21:42:42,323,323
6/9/2018 21:42:52,323,322
6/9/2018 21:43:02,323,322
6/9/2018 21:43:12,323,322
6/9/2018 21:43:23,323,322
6/9/2018 21:43:33,323,322
6/9/2018 21:43:43,323,322
6/9/2018 21:43:53,323,322
6/9/2018 21:44:03,323,323
6/9/2018 21:44:13,323,322
6/9/2018 21:44:23,323,322
6/9/2018 21:44:33,323,323
6/9/2018 21:44:43,322,323
6/9/2018 21:44:53,322,322
6/9/2018 21:45:03,323,322
6/9/2018 21:45:13,323,322
6/9/2018 21:45:23,323,322
6/9/2018 21:45:33,323,322
6/9/2018 21:45:44,323,322
6/9/2018 21:45:54,323,322
6/9/2018 21:46:04,324,323
6/9/2018 21:46:14,323,323
6/9/2018 21:46:24,323,322
6/9/2018 21:46:34,322,322
6/9/2018 21:46:44,323,323
6/9/2018 21:46:54,323,322
6/9/2018 21:47:04,322,322
6/9/2018 21:47:14,323,321
6/9/2018 21:47:24,323,322
6/9/2018 21:47:34,324,323
6/9/2018 21:47:44,324,322
6/9/2018 21:47:54,324,322
6/9/2018 21:48:04,323,322
6/9/2018 21:48:15,323,322
6/9/2018 21:48:25,323,322
6/9/2018 21:48:35,323,322
6/9/2018 21:48:45,323,322
6/9/2018 21:48:55,323,322
6/9/2018 21:49:05,323,322
6/9/2018 21:49:15,323,322
6/9/2018 21:49:25,323,321
6/9/2018 21:49:35,323,323
6/9/2018 21:49:45,323,323
6/9/2018 21:49:55,322,323
6/9/2018 21:50:05,323,322
6/9/2018 21:50:15,323,322
6/9/2018 21:50:25,323,322
6/9/2018 21:50:36,323,322
6/9/2018 21:50:46,323,323
6/9/2018 21:50:56,323,322
6/9/2018 21:51:06,323,322
6/9/2018 21:51:16,322,322
6/9/2018 21:51:26,323,322
6/9/2018 21:51:36,323,322
6/9/2018 21:51:46,323,322
6/9/2018 21:51:56,323,322
6/9/2018 21:52:06,323,322
6/9/2018 21:52:16,323,322
6/9/2018 21:52:26,323,322
6/9/2018 21:52:36,323,322
6/9/2018 21:52:46,323,322
6/9/2018 21:52:56,323,322
6/9/2018 21:53:07,323,323
6/9/2018 21:53:17,323,322
6/9/2018 21:53:27,323,322
6/9/2018 21:53:37,323,322
6/9/2018 21:53:47,323,322
6/9/2018 21:53:57,323,322
6/9/2018 21:54:07,323,323
6/9/2018 21:54:17,325,0
6/9/2018 21:54:28,323,322
6/9/2018 21:54:38,325,323
6/9/2018 21:54:48,323,322
6/9/2018 21:54:58,0,0
6/9/2018 21:55:10,0,322
6/9/2018 21:55:21,323,321
6/9/2018 21:55:31,0,0
6/9/2018 21:55:43,325,0
6/9/2018 21:55:55,0,321
6/9/2018 21:56:06,0,322
6/9/2018 21:56:17,0,322
6/9/2018 21:56:28,0,322
6/9/2018 21:56:39,0,323
6/9/2018 21:56:50,0,0
6/9/2018 21:57:02,322,321
6/9/2018 21:57:12,0,323
6/9/2018 21:57:23,0,321
6/9/2018 21:57:34,0,0
6/9/2018 21:57:46,325,323
6/9/2018 21:57:56,0,321
6/9/2018 21:58:07,0,324
6/9/2018 21:58:18,323,323
6/9/2018 21:58:28,0,323
6/9/2018 21:58:39,324,322
6/9/2018 21:58:49,0,323
6/9/2018 21:59:01,323,322
6/9/2018 21:59:11,325,0
6/9/2018 21:59:22,0,323
6/9/2018 21:59:33,0,322
6/9/2018 21:59:44,0,322
6/9/2018 21:59:55,0,0
6/9/2018 22:00:07,0,0
6/9/2018 22:00:19,323,322
6/9/2018 22:00:29,326,0
6/9/2018 22:00:40,326,0
6/9/2018 22:00:51,0,0
6/9/2018 22:01:03,326,0
6/9/2018 22:01:14,0,322
6/9/2018 22:01:25,0,323
6/9/2018 22:01:36,0,321
6/9/2018 22:01:47,0,0
6/9/2018 22:01:59,324,321
6/9/2018 22:02:09,323,323
6/9/2018 22:02:20,323,322
6/9/2018 22:02:30,0,323
6/9/2018 22:02:41,323,322
6/9/2018 22:02:51,0,325
6/9/2018 22:03:02,325,322
6/9/2018 22:03:12,0,0
6/9/2018 22:03:24,324,322
6/9/2018 22:03:34,0,323
6/9/2018 22:03:45,327,0
6/9/2018 22:03:56,325,323
6/9/2018 22:04:06,323,322
6/9/2018 22:04:16,324,323
6/9/2018 22:04:26,324,322
6/9/2018 22:04:36,324,322
6/9/2018 22:04:46,323,323
6/9/2018 22:04:56,324,323
6/9/2018 22:05:07,325,322
6/9/2018 22:05:17,323,323
6/9/2018 22:05:27,325,323
6/9/2018 22:05:37,0,324
6/9/2018 22:05:48,324,324
6/9/2018 22:05:58,323,323
6/9/2018 22:06:08,0,0
6/9/2018 22:06:20,323,323
6/9/2018 22:06:30,0,324
6/9/2018 22:06:41,324,323
6/9/2018 22:06:51,324,323
6/9/2018 22:07:01,0,323
6/9/2018 22:07:12,325,322
6/9/2018 22:07:22,324,324
6/9/2018 22:07:32,324,323
6/9/2018 22:07:43,323,324
6/9/2018 22:07:53,326,0
6/9/2018 22:08:04,323,323
6/9/2018 22:08:14,0,323
6/9/2018 22:08:25,0,0
6/9/2018 22:08:37,323,322
6/9/2018 22:08:47,324,324
6/9/2018 22:08:57,323,322
6/9/2018 22:09:07,324,323
6/9/2018 22:09:17,324,323
6/9/2018 22:09:27,324,323
6/9/2018 22:09:37,325,323
6/9/2018 22:09:47,324,322
6/9/2018 22:09:57,323,324
6/9/2018 22:10:08,326,0
6/9/2018 22:10:19,323,324
6/9/2018 22:10:29,0,323
6/9/2018 22:10:40,325,323
6/9/2018 22:10:50,325,323
6/9/2018 22:11:00,324,323
6/9/2018 22:11:10,324,323
6/9/2018 22:11:20,325,0
6/9/2018 22:11:31,0,322
6/9/2018 22:11:42,325,323
6/9/2018 22:11:52,325,322
6/9/2018 22:12:02,0,324
6/9/2018 22:12:13,324,324
6/9/2018 22:12:23,0,323
6/9/2018 22:12:34,325,0
6/9/2018 22:12:45,325,0
6/9/2018 22:12:57,325,323
6/9/2018 22:13:07,0,0
6/9/2018 22:13:19,0,0
6/9/2018 22:13:31,0,322
6/9/2018 22:13:42,324,322
6/9/2018 22:13:52,0,324
6/9/2018 22:14:03,323,323
6/9/2018 22:14:13,327,0
6/9/2018 22:14:24,324,324
6/9/2018 22:14:34,324,324
6/9/2018 22:14:44,0,0
6/9/2018 22:14:56,324,322
6/9/2018 22:15:06,323,323
6/9/2018 22:15:16,0,324
6/9/2018 22:15:27,0,323
6/9/2018 22:15:38,327,0
6/9/2018 22:15:49,324,323
6/9/2018 22:16:00,324,323
6/9/2018 22:16:10,326,0
6/9/2018 22:16:21,0,323
6/9/2018 22:16:32,0,323
6/9/2018 22:16:43,0,0
6/9/2018 22:16:55,0,0
6/9/2018 22:17:07,0,0
6/9/2018 22:17:19,0,324
6/9/2018 22:17:30,327,0
6/9/2018 22:17:41,0,0
6/9/2018 22:17:53,331,0
6/9/2018 22:18:04,0,327
6/9/2018 22:18:15,0,325
6/9/2018 22:18:26,0,0
6/9/2018 22:18:38,0,328
6/9/2018 22:18:49,0,0
6/9/2018 22:19:01,327,328
6/9/2018 22:19:11,0,327
6/9/2018 22:19:22,0,324
6/9/2018 22:19:33,0,327
6/9/2018 22:19:45,326,325
6/9/2018 22:19:55,326,324
6/9/2018 22:20:05,0,326
6/9/2018 22:20:16,0,327
6/9/2018 22:20:27,0,325
6/9/2018 22:20:38,0,326
6/9/2018 22:20:49,329,326
6/9/2018 22:20:59,0,325
6/9/2018 22:21:10,0,326
6/9/2018 22:21:21,327,0
6/9/2018 22:21:32,0,0
6/9/2018 22:21:44,0,0
6/9/2018 22:21:56,326,326
6/9/2018 22:22:06,330,0
6/9/2018 22:22:17,326,325
6/9/2018 22:22:27,0,324
6/9/2018 22:22:38,326,325
6/9/2018 22:22:49,0,0
6/9/2018 22:23:01,328,0
6/9/2018 22:23:12,0,326
6/9/2018 22:23:23,0,324
6/9/2018 22:23:34,0,326
6/9/2018 22:23:45,327,0
6/9/2018 22:23:56,326,325
6/9/2018 22:24:06,0,324
6/9/2018 22:24:17,0,0
6/9/2018 22:24:29,0,0
6/9/2018 22:24:41,0,0
6/9/2018 22:24:53,0,327
6/9/2018 22:25:04,0,0
6/9/2018 22:25:16,0,330
6/9/2018 22:25:27,0,326
6/9/2018 22:25:38,327,328
6/9/2018 22:25:48,0,0
6/9/2018 22:26:00,327,326
6/9/2018 22:26:10,0,326
6/9/2018 22:26:22,0,324
6/9/2018 22:26:33,327,0
6/9/2018 22:26:44,329,0
6/9/2018 22:26:55,0,326
6/9/2018 22:27:06,0,326
6/9/2018 22:27:17,0,0
6/9/2018 22:27:29,0,329
6/9/2018 22:27:40,327,0
6/9/2018 22:27:51,0,0
6/9/2018 22:28:03,0,0
6/9/2018 22:28:15,0,0
6/9/2018 22:28:27,0,0
6/9/2018 22:28:39,328,0
6/9/2018 22:28:50,0,325
6/9/2018 22:29:01,328,0
6/9/2018 22:29:12,0,326
6/9/2018 22:29:23,329,0
6/9/2018 22:29:34,326,326
6/9/2018 22:29:44,0,0
6/9/2018 22:29:56,0,0
6/9/2018 22:30:09,326,324
6/9/2018 22:30:19,0,0
6/9/2018 22:30:31,0,0
6/9/2018 22:30:43,328,0
6/9/2018 22:30:54,0,0
6/9/2018 22:31:06,0,326
6/9/2018 22:31:17,0,0
6/9/2018 22:31:29,0,325
6/9/2018 22:31:40,0,0
6/9/2018 22:31:52,0,326
6/9/2018 22:32:03,0,0
6/9/2018 22:32:15,0,324
6/9/2018 22:32:26,0,0
6/9/2018 22:32:38,0,0
6/9/2018 22:32:50,0,0
6/9/2018 22:33:02,0,0
6/9/2018 22:33:14,326,325
6/9/2018 22:33:24,0,0
6/9/2018 22:33:36,0,0
6/9/2018 22:33:48,0,332
6/9/2018 22:33:59,0,0
6/9/2018 22:34:12,0,0
6/9/2018 22:34:24,0,0
6/9/2018 22:34:36,0,325
6/9/2018 22:34:47,0,326
6/9/2018 22:34:58,0,0
6/9/2018 22:35:10,0,0
6/9/2018 22:35:22,0,0
6/9/2018 22:35:34,0,0
6/9/2018 22:35:46,326,324
6/9/2018 22:35:56,0,328
6/9/2018 22:36:07,0,0
6/9/2018 22:36:19,0,325
6/9/2018 22:36:30,0,325
6/9/2018 22:36:41,0,328
6/9/2018 22:36:52,0,325
6/9/2018 22:37:03,0,0
6/9/2018 22:37:15,0,326
6/9/2018 22:37:26,0,325
6/9/2018 22:37:37,0,0
6/9/2018 22:37:49,0,0
6/9/2018 22:38:02,0,0
6/9/2018 22:38:14,328,0
6/9/2018 22:38:25,328,327
6/9/2018 22:38:35,0,0
6/9/2018 22:38:47,0,0
6/9/2018 22:38:59,0,325
6/9/2018 22:39:10,0,0
6/9/2018 22:39:22,0,325
6/9/2018 22:39:33,0,0
6/9/2018 22:39:45,0,0
6/9/2018 22:39:57,0,0
6/9/2018 22:40:09,328,0
6/9/2018 22:40:20,0,0
6/9/2018 22:40:32,0,0
6/9/2018 22:40:44,0,0
6/9/2018 22:40:56,0,330
6/9/2018 22:41:07,0,0
6/9/2018 22:41:19,328,0
6/9/2018 22:41:30,0,0
6/9/2018 22:41:42,0,0
6/9/2018 22:41:54,0,328
6/9/2018 22:42:05,330,0
6/9/2018 22:42:17,0,0
6/9/2018 22:42:29,0,326
6/9/2018 22:42:40,0,0
6/9/2018 22:42:52,0,324
6/9/2018 22:43:03,0,324
6/9/2018 22:43:14,0,326
6/9/2018 22:43:25,0,327
6/9/2018 22:43:36,0,0
6/9/2018 22:43:48,0,325
6/9/2018 22:43:59,0,324
6/9/2018 22:44:10,0,0
6/9/2018 22:44:22,0,0
6/9/2018 22:44:34,0,0
6/9/2018 22:44:46,0,0
6/9/2018 22:44:58,326,326
6/9/2018 22:45:08,0,326
6/9/2018 22:45:19,0,0
6/9/2018 22:45:31,0,326
6/9/2018 22:45:42,0,0
6/9/2018 22:45:54,0,0
6/9/2018 22:46:07,0,323
6/9/2018 22:46:18,0,0
6/9/2018 22:46:30,326,324
6/9/2018 22:46:40,326,326
6/9/2018 22:46:50,0,325
6/9/2018 22:47:01,328,325
6/9/2018 22:47:11,327,0
6/9/2018 22:47:22,0,326
6/9/2018 22:47:33,326,325
6/9/2018 22:47:43,0,0
6/9/2018 22:47:55,0,325
6/9/2018 22:48:06,0,0
6/9/2018 22:48:18,325,325
6/9/2018 22:48:28,0,0
6/9/2018 22:48:40,0,0
6/9/2018 22:48:52,0,327
6/9/2018 22:49:03,328,0
6/9/2018 22:49:14,326,329
6/9/2018 22:49:25,327,0
6/9/2018 22:49:36,327,329
6/9/2018 22:49:46,325,326
6/9/2018 22:49:56,0,0
6/9/2018 22:50:08,0,0
6/9/2018 22:50:20,325,325
6/9/2018 22:50:30,324,324
6/9/2018 22:50:40,0,324
6/9/2018 22:50:51,328,0
6/9/2018 22:51:02,0,325
6/9/2018 22:51:13,325,324
6/9/2018 22:51:23,325,324
6/9/2018 22:51:33,0,0
6/9/2018 22:51:45,325,325
6/9/2018 22:51:55,0,0
6/9/2018 22:52:07,0,0
6/9/2018 22:52:19,0,0
6/9/2018 22:52:31,327,0
6/9/2018 22:52:42,327,0
6/9/2018 22:52:54,0,325
6/9/2018 22:53:05,326,324
6/9/2018 22:53:15,0,0
6/9/2018 22:53:27,0,323
6/9/2018 22:53:38,325,326
6/9/2018 22:53:48,0,0
6/9/2018 22:54:00,325,324
6/9/2018 22:54:10,0,0
6/9/2018 22:54:22,0,324
6/9/2018 22:54:33,325,324
6/9/2018 22:54:43,328,0
6/9/2018 22:54:54,0,326
6/9/2018 22:55:05,0,325
6/9/2018 22:55:16,326,326
6/9/2018 22:55:26,0,324
6/9/2018 22:55:37,0,326
6/9/2018 22:55:48,0,326
6/9/2018 22:55:59,327,0
6/9/2018 22:56:11,328,0
6/9/2018 22:56:22,0,325
6/9/2018 22:56:33,0,324
6/9/2018 22:56:44,0,326
6/9/2018 22:56:55,0,325
6/9/2018 22:57:06,0,324
6/9/2018 22:57:17,0,325
6/9/2018 22:57:28,0,0
6/9/2018 22:57:40,0,325
6/9/2018 22:57:51,0,325
6/9/2018 22:58:02,0,324
6/9/2018 22:58:13,325,326
6/9/2018 22:58:23,326,326
6/9/2018 22:58:33,326,325
6/9/2018 22:58:43,0,0
6/9/2018 22:58:55,0,324
6/9/2018 22:59:06,0,0
6/9/2018 22:59:18,325,327
6/9/2018 22:59:29,0,324
6/9/2018 22:59:40,325,327
6/9/2018 22:59:50,0,324
6/9/2018 23:00:01,325,324
6/9/2018 23:00:11,0,327
6/9/2018 23:00:22,0,0
6/9/2018 23:00:34,328,0
6/9/2018 23:00:45,326,324
6/9/2018 23:00:55,324,324
6/9/2018 23:01:05,325,324
6/9/2018 23:01:15,0,324
6/9/2018 23:01:26,0,0
6/9/2018 23:01:38,325,324
6/9/2018 23:01:48,327,0
6/9/2018 23:01:59,0,325
6/9/2018 23:02:10,0,0
6/9/2018 23:02:22,0,325
6/9/2018 23:02:34,0,0
6/9/2018 23:02:46,0,325
6/9/2018 23:02:57,325,324
6/9/2018 23:03:07,0,324
6/9/2018 23:03:18,0,327
6/9/2018 23:03:29,325,324
6/9/2018 23:03:39,0,324
6/9/2018 23:03:50,325,325
6/9/2018 23:04:00,0,325
6/9/2018 23:04:11,325,324
6/9/2018 23:04:21,327,0
6/9/2018 23:04:32,325,325
6/9/2018 23:04:42,0,324
6/9/2018 23:04:53,0,325
6/9/2018 23:05:04,0,325
6/9/2018 23:05:15,0,323
6/9/2018 23:05:26,0,325
6/9/2018 23:05:37,327,0
6/9/2018 23:05:49,0,325
6/9/2018 23:06:00,0,323
6/9/2018 23:06:11,0,324
6/9/2018 23:06:22,0,325
6/9/2018 23:06:33,0,0
6/9/2018 23:06:45,325,324
6/9/2018 23:06:55,0,324
6/9/2018 23:07:06,0,324
6/9/2018 23:07:17,0,0
6/9/2018 23:07:29,0,324
6/9/2018 23:07:40,326,325
6/9/2018 23:07:50,325,326
6/9/2018 23:08:00,326,324
6/9/2018 23:08:10,0,324
6/9/2018 23:08:21,325,325
6/9/2018 23:08:31,0,0
6/9/2018 23:08:43,0,324
6/9/2018 23:08:54,0,0
6/9/2018 23:09:07,0,323
6/9/2018 23:09:18,325,324
6/9/2018 23:09:28,0,323
6/9/2018 23:09:39,0,323
6/9/2018 23:09:50,0,0
6/9/2018 23:10:02,325,324
6/9/2018 23:10:12,0,324
6/9/2018 23:10:23,0,323
6/9/2018 23:10:34,0,323
6/9/2018 23:10:45,0,323
6/9/2018 23:10:56,325,323
6/9/2018 23:11:06,324,323
6/9/2018 23:11:16,324,323
6/9/2018 23:11:26,0,324
6/9/2018 23:11:37,325,324
6/9/2018 23:11:47,327,0
6/9/2018 23:11:58,325,324
6/9/2018 23:12:09,0,323
6/9/2018 23:12:20,324,323
6/9/2018 23:12:30,324,325
6/9/2018 23:12:40,0,325
6/9/2018 23:12:51,0,325
6/9/2018 23:13:02,325,323
6/9/2018 23:13:12,326,324
6/9/2018 23:13:22,0,323
6/9/2018 23:13:33,325,323
6/9/2018 23:13:43,324,324
6/9/2018 23:13:53,0,325
6/9/2018 23:14:04,325,324
6/9/2018 23:14:14,0,324
6/9/2018 23:14:25,326,324
6/9/2018 23:14:35,0,324
6/9/2018 23:14:46,326,324
6/9/2018 23:14:57,0,324
6/9/2018 23:15:08,325,325
6/9/2018 23:15:18,325,325
6/9/2018 23:15:28,327,0
6/9/2018 23:15:39,0,324
6/9/2018 23:15:50,0,0
6/9/2018 23:16:02,0,0
6/9/2018 23:16:14,325,323
6/9/2018 23:16:24,0,325
6/9/2018 23:16:35,325,324
6/9/2018 23:16:45,325,324
6/9/2018 23:16:55,325,325
6/9/2018 23:17:05,0,324
6/9/2018 23:17:16,0,323
6/9/2018 23:17:27,0,323
6/9/2018 23:17:38,0,325
6/9/2018 23:17:49,0,324
6/9/2018 23:18:00,325,323
6/9/2018 23:18:11,326,324
6/9/2018 23:18:21,324,324
6/9/2018 23:18:31,325,323
6/9/2018 23:18:41,326,324
6/9/2018 23:18:51,325,325
6/9/2018 23:19:01,326,324
6/9/2018 23:19:11,325,323
6/9/2018 23:19:21,325,325
6/9/2018 23:19:31,324,323
6/9/2018 23:19:41,0,324
6/9/2018 23:19:52,325,323
6/9/2018 23:20:02,325,325
6/9/2018 23:20:12,325,325
6/9/2018 23:20:22,0,323
6/9/2018 23:20:33,324,324
6/9/2018 23:20:44,0,324
6/9/2018 23:20:55,324,324
6/9/2018 23:21:05,325,323
6/9/2018 23:21:15,325,323
6/9/2018 23:21:25,0,323
6/9/2018 23:21:36,325,323
6/9/2018 23:21:46,325,323
6/9/2018 23:21:56,0,323
6/9/2018 23:22:07,324,323
6/9/2018 23:22:17,324,323
6/9/2018 23:22:27,325,323
6/9/2018 23:22:37,324,323
6/9/2018 23:22:47,325,324
6/9/2018 23:22:57,325,323
6/9/2018 23:23:07,325,323
6/9/2018 23:23:18,0,323
6/9/2018 23:23:29,324,323
6/9/2018 23:23:39,0,323
6/9/2018 23:23:50,325,324
6/9/2018 23:24:00,324,324
6/9/2018 23:24:10,324,324
6/9/2018 23:24:20,0,324
6/9/2018 23:24:31,0,323
6/9/2018 23:24:42,324,323
6/9/2018 23:24:52,0,323
6/9/2018 23:25:03,325,323
6/9/2018 23:25:13,324,324
6/9/2018 23:25:23,326,324
6/9/2018 23:25:33,0,324
6/9/2018 23:25:44,325,324
6/9/2018 23:25:54,0,325
6/9/2018 23:26:06,324,323
6/9/2018 23:26:16,325,323
6/9/2018 23:26:26,325,324
6/9/2018 23:26:36,325,324
6/9/2018 23:26:46,324,324
6/9/2018 23:26:56,0,325
6/9/2018 23:27:07,0,323
6/9/2018 23:27:18,0,324
6/9/2018 23:27:29,324,323
6/9/2018 23:27:39,0,324
6/9/2018 23:27:50,325,325
6/9/2018 23:28:00,325,323
6/9/2018 23:28:10,325,323
6/9/2018 23:28:20,325,324
6/9/2018 23:28:30,324,323
6/9/2018 23:28:40,325,324
6/9/2018 23:28:51,0,323
6/9/2018 23:29:02,0,324
6/9/2018 23:29:13,325,324
6/9/2018 23:29:23,324,323
6/9/2018 23:29:33,324,323
6/9/2018 23:29:43,325,323
6/9/2018 23:29:53,326,323
6/9/2018 23:30:03,325,324
6/9/2018 23:30:13,325,323
6/9/2018 23:30:23,324,324
6/9/2018 23:30:33,325,323
6/9/2018 23:30:43,325,323
6/9/2018 23:30:53,325,323
6/9/2018 23:31:03,324,323
6/9/2018 23:31:13,325,324
6/9/2018 23:31:24,0,324
6/9/2018 23:31:35,325,324
6/9/2018 23:31:45,326,324
6/9/2018 23:31:55,325,323
6/9/2018 23:32:05,325,323
6/9/2018 23:32:15,325,323
6/9/2018 23:32:25,326,323
6/9/2018 23:32:35,326,323
6/9/2018 23:32:45,325,323
6/9/2018 23:32:55,325,324
6/9/2018 23:33:05,325,323
6/9/2018 23:33:15,0,324
6/9/2018 23:33:26,324,323
6/9/2018 23:33:36,325,323
6/9/2018 23:33:46,325,323
6/9/2018 23:33:56,324,323
6/9/2018 23:34:07,325,323
6/9/2018 23:34:17,325,323
6/9/2018 23:34:27,324,323
6/9/2018 23:34:37,324,323
6/9/2018 23:34:47,325,323
6/9/2018 23:34:57,325,323
6/9/2018 23:35:07,325,323
6/9/2018 23:35:17,0,323
6/9/2018 23:35:28,323,323
6/9/2018 23:35:38,325,323
6/9/2018 23:35:48,0,323
6/9/2018 23:35:59,326,323
6/9/2018 23:36:09,0,323
6/9/2018 23:36:20,0,323
6/9/2018 23:36:31,325,323
6/9/2018 23:36:42,0,323
6/9/2018 23:36:53,0,323
6/9/2018 23:37:04,0,323
6/9/2018 23:37:15,324,324
6/9/2018 23:37:25,324,323
6/9/2018 23:37:35,323,324
6/9/2018 23:37:45,325,324
6/9/2018 23:37:55,324,323
6/9/2018 23:38:05,325,323
6/9/2018 23:38:15,325,323
6/9/2018 23:38:25,0,322
6/9/2018 23:38:36,324,323
6/9/2018 23:38:46,324,323
6/9/2018 23:38:56,323,323
6/9/2018 23:39:06,324,323
6/9/2018 23:39:16,324,322
6/9/2018 23:39:27,0,323
6/9/2018 23:39:38,0,323
6/9/2018 23:39:49,324,323
6/9/2018 23:39:59,324,323
6/9/2018 23:40:09,324,323
6/9/2018 23:40:19,325,323
6/9/2018 23:40:29,325,323
6/9/2018 23:40:39,324,323
6/9/2018 23:40:49,0,323
6/9/2018 23:41:00,0,323
6/9/2018 23:41:11,325,322
6/9/2018 23:41:21,0,323
6/9/2018 23:41:32,325,322
6/9/2018 23:41:42,324,323
6/9/2018 23:41:52,324,322
6/9/2018 23:42:02,325,323
6/9/2018 23:42:13,324,323
6/9/2018 23:42:23,0,322
6/9/2018 23:42:34,324,322
6/9/2018 23:42:44,324,322
6/9/2018 23:42:54,324,323
6/9/2018 23:43:04,324,322
6/9/2018 23:43:14,0,323
6/9/2018 23:43:25,323,323
6/9/2018 23:43:35,324,323
6/9/2018 23:43:45,324,323
6/9/2018 23:43:55,324,323
6/9/2018 23:44:05,323,322
6/9/2018 23:44:15,323,322
6/9/2018 23:44:25,324,322
6/9/2018 23:44:35,324,322
6/9/2018 23:44:46,323,323
6/9/2018 23:44:56,323,322
6/9/2018 23:45:06,0,323
6/9/2018 23:45:17,0,322
6/9/2018 23:45:28,324,322
6/9/2018 23:45:38,323,322
6/9/2018 23:45:48,0,323
6/9/2018 23:45:59,0,322
6/9/2018 23:46:10,0,322
6/9/2018 23:46:21,0,322
6/9/2018 23:46:32,322,321
6/9/2018 23:46:42,322,322
6/9/2018 23:46:52,0,321
6/9/2018 23:47:03,323,322
6/9/2018 23:47:13,323,321
6/9/2018 23:47:23,323,322
6/9/2018 23:47:34,323,321
6/9/2018 23:47:44,323,321
6/9/2018 23:47:54,323,321
6/9/2018 23:48:04,322,322
6/9/2018 23:48:14,323,321
6/9/2018 23:48:24,323,322
6/9/2018 23:48:34,323,322
6/9/2018 23:48:44,321,321
6/9/2018 23:48:54,322,321
6/9/2018 23:49:04,322,321
6/9/2018 23:49:14,0,321
6/9/2018 23:49:25,323,321
6/9/2018 23:49:35,323,321
6/9/2018 23:49:45,322,321
6/9/2018 23:49:55,323,321
6/9/2018 23:50:06,322,321
6/9/2018 23:50:16,323,321
6/9/2018 23:50:26,322,320
6/9/2018 23:50:36,322,321
6/9/2018 23:50:46,322,321
6/9/2018 23:50:56,322,321
6/9/2018 23:51:06,323,321
6/9/2018 23:51:16,323,321
6/9/2018 23:51:26,322,320
6/9/2018 23:51:36,322,321
6/9/2018 23:51:46,322,320
6/9/2018 23:51:56,322,321
6/9/2018 23:52:06,322,321
6/9/2018 23:52:16,323,321
6/9/2018 23:52:26,322,320
6/9/2018 23:52:37,322,320
6/9/2018 23:52:47,322,320
6/9/2018 23:52:57,322,321
6/9/2018 23:53:07,322,320
6/9/2018 23:53:17,0,321
6/9/2018 23:53:28,322,321
6/9/2018 23:53:38,322,320
6/9/2018 23:53:48,322,320
6/9/2018 23:53:58,321,320
6/9/2018 23:54:08,321,321
